文件名,SQL,执行时长
/root/tpc_ds_test/sql/query/query_s_48.sql,use tpc_test; with my_customers as ( select distinct c_customer_sk ， c_current_addr_sk from ( select cs_sold_date_sk sold_date_sk， cs_bill_customer_sk customer_sk， cs_item_sk item_sk from catalog_sales union all select ws_sold_date_sk sold_date_sk， ws_bill_customer_sk customer_sk， ws_item_sk item_sk from web_sales ) cs_or_ws_sales， item， date_dim， customer where sold_date_sk = d_date_sk and item_sk = i_item_sk and i_category = Men and i_class = shirts and c_customer_sk = cs_or_ws_sales.customer_sk and d_moy = 4 and d_year = 1998 ) ， my_revenue as ( select c_customer_sk， sum(ss_ext_sales_price) as revenue from my_customers， store_sales， customer_address， store， date_dim where c_current_addr_sk = ca_address_sk and ca_county = s_county and ca_state = s_state and ss_sold_date_sk = d_date_sk and c_customer_sk = ss_customer_sk and d_month_seq between (select distinct d_month_seq+1 from date_dim where d_year = 1998 and d_moy = 4) and (select distinct d_month_seq+3 from date_dim where d_year = 1998 and d_moy = 4) group by c_customer_sk ) ， segments as (select cast((revenue/50) as int) as segment from my_revenue ) select segment， count(*) as num_customers， segment*50 as segment_base from segments group by segment order by segment， num_customers limit 100;,Fetched 0 row(s) in 0.97s
/root/tpc_ds_test/sql/query/query_s_49.sql,use tpc_test; select i_brand_id brand_id， i_brand brand， sum(ss_ext_sales_price) ext_price from date_dim， store_sales， item where d_date_sk = ss_sold_date_sk and ss_item_sk = i_item_sk and i_manager_id=20 and d_moy=12 and d_year=1998 group by i_brand， i_brand_id order by ext_price desc， i_brand_id limit 100 ;,Fetched 100 row(s) in 0.66s
/root/tpc_ds_test/sql/query/query_s_4.sql,use tpc_test; with inv as (select w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy ，stdev，mean， case mean when 0 then null else stdev/mean end cov from(select w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy ，stddev_samp(inv_quantity_on_hand) stdev，avg(inv_quantity_on_hand) mean from inventory ，item ，warehouse ，date_dim where inv_item_sk = i_item_sk and inv_warehouse_sk = w_warehouse_sk and inv_date_sk = d_date_sk and d_year =2001 group by w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy) foo where case mean when 0 then 0 else stdev/mean end > 1) select inv1.w_warehouse_sk，inv1.i_item_sk，inv1.d_moy，inv1.mean， inv1.cov ，inv2.w_warehouse_sk，inv2.i_item_sk，inv2.d_moy，inv2.mean， inv2.cov from inv inv1，inv inv2 where inv1.i_item_sk = inv2.i_item_sk and inv1.w_warehouse_sk = inv2.w_warehouse_sk and inv1.d_moy=1 and inv2.d_moy=1+1 and inv1.cov > 1.5 order by inv1.w_warehouse_sk，inv1.i_item_sk，inv1.d_moy，inv1.mean，inv1.cov ，inv2.d_moy，inv2.mean， inv2.cov ;,Fetched 14 row(s) in 0.97s
/root/tpc_ds_test/sql/query/query_s_50.sql,use tpc_test; with ss as ( select i_item_id，sum(ss_ext_sales_price) total_sales from store_sales， date_dim， customer_address， item where i_item_id in (select i_item_id from item where i_color in (powder，goldenrod，bisque)) and ss_item_sk = i_item_sk and ss_sold_date_sk = d_date_sk and d_year = 1998 and d_moy = 5 and ss_addr_sk = ca_address_sk and ca_gmt_offset = -5 group by i_item_id)， cs as ( select i_item_id，sum(cs_ext_sales_price) total_sales from catalog_sales， date_dim， customer_address， item where i_item_id in (select i_item_id from item where i_color in (powder，goldenrod，bisque)) and cs_item_sk = i_item_sk and cs_sold_date_sk = d_date_sk and d_year = 1998 and d_moy = 5 and cs_bill_addr_sk = ca_address_sk and ca_gmt_offset = -5 group by i_item_id)， ws as ( select i_item_id，sum(ws_ext_sales_price) total_sales from web_sales， date_dim， customer_address， item where i_item_id in (select i_item_id from item where i_color in (powder，goldenrod，bisque)) and ws_item_sk = i_item_sk and ws_sold_date_sk = d_date_sk and d_year = 1998 and d_moy = 5 and ws_bill_addr_sk = ca_address_sk and ca_gmt_offset = -5 group by i_item_id) select i_item_id ，sum(total_sales) total_sales from (select * from ss union all select * from cs union all select * from ws) tmp1 group by i_item_id order by total_sales， i_item_id limit 100;,Fetched 0 row(s) in 0.86s
/root/tpc_ds_test/sql/query/query_s_51.sql,use tpc_test; select i_item_id， avg(cs_quantity) agg1， avg(cs_list_price) agg2， avg(cs_coupon_amt) agg3， avg(cs_sales_price) agg4 from catalog_sales， customer_demographics， date_dim， item， promotion where cs_sold_date_sk = d_date_sk and cs_item_sk = i_item_sk and cs_bill_cdemo_sk = cd_demo_sk and cs_promo_sk = p_promo_sk and cd_gender = F and cd_marital_status = M and cd_education_status = 4 yr Degree and (p_channel_email = N or p_channel_event = N) and d_year = 2000 group by i_item_id order by i_item_id limit 100;,Fetched 0 row(s) in 0.94s
/root/tpc_ds_test/sql/query/query_s_52.sql,use tpc_test; select * from (select i_manufact_id， sum(ss_sales_price) sum_sales， avg(sum(ss_sales_price)) over (partition by i_manufact_id) avg_quarterly_sales from item， store_sales， date_dim， store where ss_item_sk = i_item_sk and ss_sold_date_sk = d_date_sk and ss_store_sk = s_store_sk and d_month_seq in (1197，1197+1，1197+2，1197+3，1197+4，1197+5，1197+6，1197+7，1197+8，1197+9，1197+10，1197+11) and ((i_category in (Books，Children，Electronics) and i_class in (personal，portable，reference，self-help) and i_brand in (scholaramalgamalg #14，scholaramalgamalg #7， exportiunivamalg #9，scholaramalgamalg #9)) or(i_category in (Women，Music，Men) and i_class in (accessories，classical，fragrances，pants) and i_brand in (amalgimporto #1，edu packscholar #1，exportiimporto #1， importoamalg #1))) group by i_manufact_id， d_qoy ) tmp1 where case when avg_quarterly_sales > 0 then abs (sum_sales - avg_quarterly_sales)/ avg_quarterly_sales else null end > 0.1 order by avg_quarterly_sales， sum_sales， i_manufact_id limit 100;,Fetched 0 row(s) in 0.84s
/root/tpc_ds_test/sql/query/query_s_53.sql,use tpc_test; select c_last_name，c_first_name，substr(s_city，1，30)，ss_ticket_number，amt，profit from (select ss_ticket_number ，ss_customer_sk ，store.s_city ，sum(ss_coupon_amt) amt ，sum(ss_net_profit) profit from store_sales，date_dim，store，household_demographics where store_sales.ss_sold_date_sk = date_dim.d_date_sk and store_sales.ss_store_sk = store.s_store_sk and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk and (household_demographics.hd_dep_count = 0 or household_demographics.hd_vehicle_count > 4) and date_dim.d_dow = 1 and date_dim.d_year in (1999，1999+1，1999+2) and store.s_number_employees between 200 and 295 group by ss_ticket_number，ss_customer_sk，ss_addr_sk，store.s_city) ms，customer where ss_customer_sk = c_customer_sk order by c_last_name，c_first_name，substr(s_city，1，30)， profit limit 100;,Fetched 100 row(s) in 1.08s
/root/tpc_ds_test/sql/query/query_s_54.sql,use tpc_test; select avg(ss_quantity) ，avg(ss_ext_sales_price) ，avg(ss_ext_wholesale_cost) ，sum(ss_ext_wholesale_cost) from store_sales ，store ，customer_demographics ，household_demographics ，customer_address ，date_dim where s_store_sk = ss_store_sk and ss_sold_date_sk = d_date_sk and d_year = 2001 and((ss_hdemo_sk=hd_demo_sk and cd_demo_sk = ss_cdemo_sk and cd_marital_status = U and cd_education_status = 4 yr Degree and ss_sales_price between 100.00 and 150.00 and hd_dep_count = 3 )or (ss_hdemo_sk=hd_demo_sk and cd_demo_sk = ss_cdemo_sk and cd_marital_status = S and cd_education_status = Unknown and ss_sales_price between 50.00 and 100.00 and hd_dep_count = 1 ) or (ss_hdemo_sk=hd_demo_sk and cd_demo_sk = ss_cdemo_sk and cd_marital_status = D and cd_education_status = 2 yr Degree and ss_sales_price between 150.00 and 200.00 and hd_dep_count = 1 )) and((ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (CO， MI， MN) and ss_net_profit between 100 and 200 ) or (ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (NC， NY， TX) and ss_net_profit between 150 and 300 ) or (ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (CA， NE， TN) and ss_net_profit between 50 and 250 )) ;,Fetched 1 row(s) in 1.34s
/root/tpc_ds_test/sql/query/query_s_55.sql,use tpc_test; with year_total as ( select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，c_preferred_cust_flag customer_preferred_cust_flag ，c_birth_country customer_birth_country ，c_login customer_login ，c_email_address customer_email_address ，d_year dyear ，sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total ，s sale_type from customer ，store_sales ，date_dim where c_customer_sk = ss_customer_sk and ss_sold_date_sk = d_date_sk group by c_customer_id ，c_first_name ，c_last_name ，c_preferred_cust_flag ，c_birth_country ，c_login ，c_email_address ，d_year union all select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，c_preferred_cust_flag customer_preferred_cust_flag ，c_birth_country customer_birth_country ，c_login customer_login ，c_email_address customer_email_address ，d_year dyear ，sum((((cs_ext_list_price-cs_ext_wholesale_cost-cs_ext_discount_amt)+cs_ext_sales_price)/2) ) year_total ，c sale_type from customer ，catalog_sales ，date_dim where c_customer_sk = cs_bill_customer_sk and cs_sold_date_sk = d_date_sk group by c_customer_id ，c_first_name ，c_last_name ，c_preferred_cust_flag ，c_birth_country ，c_login ，c_email_address ，d_year union all select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，c_preferred_cust_flag customer_preferred_cust_flag ，c_birth_country customer_birth_country ，c_login customer_login ，c_email_address customer_email_address ，d_year dyear ，sum((((ws_ext_list_price-ws_ext_wholesale_cost-ws_ext_discount_amt)+ws_ext_sales_price)/2) ) year_total ，w sale_type from customer ，web_sales ，date_dim where c_customer_sk = ws_bill_customer_sk and ws_sold_date_sk = d_date_sk group by c_customer_id ，c_first_name ，c_last_name ，c_preferred_cust_flag ，c_birth_country ，c_login ，c_email_address ，d_year ) select t_s_secyear.customer_id ，t_s_secyear.customer_first_name ，t_s_secyear.customer_last_name ，t_s_secyear.customer_email_address from year_total t_s_firstyear ，year_total t_s_secyear ，year_total t_c_firstyear ，year_total t_c_secyear ，year_total t_w_firstyear ，year_total t_w_secyear where t_s_secyear.customer_id = t_s_firstyear.customer_id and t_s_firstyear.customer_id = t_c_secyear.customer_id and t_s_firstyear.customer_id = t_c_firstyear.customer_id and t_s_firstyear.customer_id = t_w_firstyear.customer_id and t_s_firstyear.customer_id = t_w_secyear.customer_id and t_s_firstyear.sale_type = s and t_c_firstyear.sale_type = c and t_w_firstyear.sale_type = w and t_s_secyear.sale_type = s and t_c_secyear.sale_type = c and t_w_secyear.sale_type = w and t_s_firstyear.dyear = 2001 and t_s_secyear.dyear = 2001+1 and t_c_firstyear.dyear = 2001 and t_c_secyear.dyear = 2001+1 and t_w_firstyear.dyear = 2001 and t_w_secyear.dyear = 2001+1 and t_s_firstyear.year_total > 0 and t_c_firstyear.year_total > 0 and t_w_firstyear.year_total > 0 and case when t_c_firstyear.year_total > 0 then t_c_secyear.year_total / t_c_firstyear.year_total else null end > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else null end and case when t_c_firstyear.year_total > 0 then t_c_secyear.year_total / t_c_firstyear.year_total else null end > case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else null end order by t_s_secyear.customer_id ，t_s_secyear.customer_first_name ，t_s_secyear.customer_last_name ，t_s_secyear.customer_email_address limit 100;,Fetched 8 row(s) in 2.90s
/root/tpc_ds_test/sql/query/query_s_56.sql,use tpc_test; select substr(w_warehouse_name，1，20) ，sm_type ，cc_name ，sum(case when (cs_ship_date_sk - cs_sold_date_sk <= 30 ) then 1 else 0 end) as 30 days ，sum(case when (cs_ship_date_sk - cs_sold_date_sk > 30) and (cs_ship_date_sk - cs_sold_date_sk <= 60) then 1 else 0 end ) as 31-60 days ，sum(case when (cs_ship_date_sk - cs_sold_date_sk > 60) and (cs_ship_date_sk - cs_sold_date_sk <= 90) then 1 else 0 end) as 61-90 days ，sum(case when (cs_ship_date_sk - cs_sold_date_sk > 90) and (cs_ship_date_sk - cs_sold_date_sk <= 120) then 1 else 0 end) as 91-120 days ，sum(case when (cs_ship_date_sk - cs_sold_date_sk > 120) then 1 else 0 end) as >120 days from catalog_sales ，warehouse ，ship_mode ，call_center ，date_dim where d_month_seq between 1188 and 1188 + 11 and cs_ship_date_sk = d_date_sk and cs_warehouse_sk = w_warehouse_sk and cs_ship_mode_sk = sm_ship_mode_sk and cs_call_center_sk = cc_call_center_sk group by substr(w_warehouse_name，1，20) ，sm_type ，cc_name order by substr(w_warehouse_name，1，20) ，sm_type ，cc_name limit 100;,Fetched 90 row(s) in 1.19s
/root/tpc_ds_test/sql/query/query_s_57.sql,use tpc_test; select c_last_name ，c_first_name ，ca_city ，bought_city ，ss_ticket_number ，extended_price ，extended_tax ，list_price from (select ss_ticket_number ，ss_customer_sk ，ca_city bought_city ，sum(ss_ext_sales_price) extended_price ，sum(ss_ext_list_price) list_price ，sum(ss_ext_tax) extended_tax from store_sales ，date_dim ，store ，household_demographics ，customer_address where store_sales.ss_sold_date_sk = date_dim.d_date_sk and store_sales.ss_store_sk = store.s_store_sk and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk and store_sales.ss_addr_sk = customer_address.ca_address_sk and date_dim.d_dom between 1 and 2 and (household_demographics.hd_dep_count = 8 or household_demographics.hd_vehicle_count= 3) and date_dim.d_year in (2000，2000+1，2000+2) and store.s_city in (Midway，Fairview) group by ss_ticket_number ，ss_customer_sk ，ss_addr_sk，ca_city) dn ，customer ，customer_address current_addr where ss_customer_sk = c_customer_sk and customer.c_current_addr_sk = current_addr.ca_address_sk and current_addr.ca_city <> bought_city order by c_last_name ，ss_ticket_number limit 100;,Fetched 100 row(s) in 1.28s
/root/tpc_ds_test/sql/query/query_s_58.sql,use tpc_test; with sr_items as (select i_item_id item_id， sum(sr_return_quantity) sr_item_qty from store_returns， item， date_dim where sr_item_sk = i_item_sk and d_date in (select d_date from date_dim where d_week_seq in (select d_week_seq from date_dim where d_date in (2000-04-29，2000-09-09，2000-11-02))) and sr_returned_date_sk = d_date_sk group by i_item_id)， cr_items as (select i_item_id item_id， sum(cr_return_quantity) cr_item_qty from catalog_returns， item， date_dim where cr_item_sk = i_item_sk and d_date in (select d_date from date_dim where d_week_seq in (select d_week_seq from date_dim where d_date in (2000-04-29，2000-09-09，2000-11-02))) and cr_returned_date_sk = d_date_sk group by i_item_id)， wr_items as (select i_item_id item_id， sum(wr_return_quantity) wr_item_qty from web_returns， item， date_dim where wr_item_sk = i_item_sk and d_date in (select d_date from date_dim where d_week_seq in (select d_week_seq from date_dim where d_date in (2000-04-29，2000-09-09，2000-11-02))) and wr_returned_date_sk = d_date_sk group by i_item_id) select sr_items.item_id ，sr_item_qty ，sr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 sr_dev ，cr_item_qty ，cr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 cr_dev ，wr_item_qty ，wr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 wr_dev ，(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 average from sr_items ，cr_items ，wr_items where sr_items.item_id=cr_items.item_id and sr_items.item_id=wr_items.item_id order by sr_items.item_id ，sr_item_qty limit 100;,Fetched 34 row(s) in 1.09s
/root/tpc_ds_test/sql/query/query_s_59.sql,use tpc_test; select promotions，total，cast(promotions as decimal(15，4))/cast(total as decimal(15，4))*100 from (select sum(ss_ext_sales_price) promotions from store_sales ，store ，promotion ，date_dim ，customer ，customer_address ，item where ss_sold_date_sk = d_date_sk and ss_store_sk = s_store_sk and ss_promo_sk = p_promo_sk and ss_customer_sk= c_customer_sk and ca_address_sk = c_current_addr_sk and ss_item_sk = i_item_sk and ca_gmt_offset = -6 and i_category = Sports and (p_channel_dmail = Y or p_channel_email = Y or p_channel_tv = Y) and s_gmt_offset = -6 and d_year = 2002 and d_moy = 11) promotional_sales， (select sum(ss_ext_sales_price) total from store_sales ，store ，date_dim ，customer ，customer_address ，item where ss_sold_date_sk = d_date_sk and ss_store_sk = s_store_sk and ss_customer_sk= c_customer_sk and ca_address_sk = c_current_addr_sk and ss_item_sk = i_item_sk and ca_gmt_offset = -6 and i_category = Sports and s_gmt_offset = -6 and d_year = 2002 and d_moy = 11) all_sales order by promotions， total limit 100;,Fetched 1 row(s) in 0.88s
/root/tpc_ds_test/sql/query/query_s_5.sql,use tpc_test; select i_brand_id brand_id， i_brand brand， i_manufact_id， i_manufact， sum(ss_ext_sales_price) ext_price from date_dim， store_sales， item，customer，customer_address，store where d_date_sk = ss_sold_date_sk and ss_item_sk = i_item_sk and i_manager_id=8 and d_moy=11 and d_year=1999 and ss_customer_sk = c_customer_sk and c_current_addr_sk = ca_address_sk and substr(ca_zip，1，5) <> substr(s_zip，1，5) and ss_store_sk = s_store_sk group by i_brand ，i_brand_id ，i_manufact_id ，i_manufact order by ext_price desc ，i_brand ，i_brand_id ，i_manufact_id ，i_manufact limit 100 ;,Fetched 100 row(s) in 0.79s
/root/tpc_ds_test/sql/query/query_s_60.sql,use tpc_test; select channel， col_name， d_year， d_qoy， i_category， COUNT(*) sales_cnt， SUM(ext_sales_price) sales_amt FROM ( SELECT store as channel， ss_customer_sk col_name， d_year， d_qoy， i_category， ss_ext_sales_price ext_sales_price FROM store_sales， item， date_dim WHERE ss_customer_sk IS NULL AND ss_sold_date_sk=d_date_sk AND ss_item_sk=i_item_sk UNION ALL SELECT web as channel， ws_ship_hdemo_sk col_name， d_year， d_qoy， i_category， ws_ext_sales_price ext_sales_price FROM web_sales， item， date_dim WHERE ws_ship_hdemo_sk IS NULL AND ws_sold_date_sk=d_date_sk AND ws_item_sk=i_item_sk UNION ALL SELECT catalog as channel， cs_bill_customer_sk col_name， d_year， d_qoy， i_category， cs_ext_sales_price ext_sales_price FROM catalog_sales， item， date_dim WHERE cs_bill_customer_sk IS NULL AND cs_sold_date_sk=d_date_sk AND cs_item_sk=i_item_sk) foo GROUP BY channel， col_name， d_year， d_qoy， i_category ORDER BY channel， col_name， d_year， d_qoy， i_category limit 100;,Fetched 100 row(s) in 1.21s
/root/tpc_ds_test/sql/query/query_s_6.sql,use tpc_test; select i_item_id ，i_item_desc ，s_store_id ，s_store_name ，min(ss_net_profit) as store_sales_profit ，min(sr_net_loss) as store_returns_loss ，min(cs_net_profit) as catalog_sales_profit from store_sales ，store_returns ，catalog_sales ，date_dim d1 ，date_dim d2 ，date_dim d3 ，store ，item where d1.d_moy = 4 and d1.d_year = 2002 and d1.d_date_sk = ss_sold_date_sk and i_item_sk = ss_item_sk and s_store_sk = ss_store_sk and ss_customer_sk = sr_customer_sk and ss_item_sk = sr_item_sk and ss_ticket_number = sr_ticket_number and sr_returned_date_sk = d2.d_date_sk and d2.d_moy between 4 and 10 and d2.d_year = 2002 and sr_customer_sk = cs_bill_customer_sk and sr_item_sk = cs_item_sk and cs_sold_date_sk = d3.d_date_sk and d3.d_moy between 4 and 10 and d3.d_year = 2002 group by i_item_id ，i_item_desc ，s_store_id ，s_store_name order by i_item_id ，i_item_desc ，s_store_id ，s_store_name limit 100;,Fetched 0 row(s) in 0.84s
/root/tpc_ds_test/sql/query/query_s_7.sql,use tpc_test; with ws as (select d_year AS ws_sold_year， ws_item_sk， ws_bill_customer_sk ws_customer_sk， sum(ws_quantity) ws_qty， sum(ws_wholesale_cost) ws_wc， sum(ws_sales_price) ws_sp from web_sales left join web_returns on wr_order_number=ws_order_number and ws_item_sk=wr_item_sk join date_dim on ws_sold_date_sk = d_date_sk where wr_order_number is null group by d_year， ws_item_sk， ws_bill_customer_sk )， cs as (select d_year AS cs_sold_year， cs_item_sk， cs_bill_customer_sk cs_customer_sk， sum(cs_quantity) cs_qty， sum(cs_wholesale_cost) cs_wc， sum(cs_sales_price) cs_sp from catalog_sales left join catalog_returns on cr_order_number=cs_order_number and cs_item_sk=cr_item_sk join date_dim on cs_sold_date_sk = d_date_sk where cr_order_number is null group by d_year， cs_item_sk， cs_bill_customer_sk )， ss as (select d_year AS ss_sold_year， ss_item_sk， ss_customer_sk， sum(ss_quantity) ss_qty， sum(ss_wholesale_cost) ss_wc， sum(ss_sales_price) ss_sp from store_sales left join store_returns on sr_ticket_number=ss_ticket_number and ss_item_sk=sr_item_sk join date_dim on ss_sold_date_sk = d_date_sk where sr_ticket_number is null group by d_year， ss_item_sk， ss_customer_sk ) select ss_customer_sk， round(ss_qty/(coalesce(ws_qty，0)+coalesce(cs_qty，0))，2) ratio， ss_qty store_qty， ss_wc store_wholesale_cost， ss_sp store_sales_price， coalesce(ws_qty，0)+coalesce(cs_qty，0) other_chan_qty， coalesce(ws_wc，0)+coalesce(cs_wc，0) other_chan_wholesale_cost， coalesce(ws_sp，0)+coalesce(cs_sp，0) other_chan_sales_price from ss left join ws on (ws_sold_year=ss_sold_year and ws_item_sk=ss_item_sk and ws_customer_sk=ss_customer_sk) left join cs on (cs_sold_year=ss_sold_year and cs_item_sk=ss_item_sk and cs_customer_sk=ss_customer_sk) where (coalesce(ws_qty，0)>0 or coalesce(cs_qty， 0)>0) and ss_sold_year=2001 order by ss_customer_sk， ss_qty desc， ss_wc desc， ss_sp desc， other_chan_qty， other_chan_wholesale_cost， other_chan_sales_price， ratio limit 100;,Fetched 100 row(s) in 1.11s
/root/tpc_ds_test/sql/query/query_s_8.sql,use tpc_test; with customer_total_return as (select sr_customer_sk as ctr_customer_sk ，sr_store_sk as ctr_store_sk ，sum(SR_RETURN_AMT_INC_TAX) as ctr_total_return from store_returns ，date_dim where sr_returned_date_sk = d_date_sk and d_year =1999 group by sr_customer_sk ，sr_store_sk) select c_customer_id from customer_total_return ctr1 ，store ，customer where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2 from customer_total_return ctr2 where ctr1.ctr_store_sk = ctr2.ctr_store_sk) and s_store_sk = ctr1.ctr_store_sk and s_state = TN and ctr1.ctr_customer_sk = c_customer_sk order by c_customer_id limit 100;,Fetched 100 row(s) in 1.28s
/root/tpc_ds_test/sql/query/query_s_9.sql,use tpc_test; select cc_call_center_id Call_Center， cc_name Call_Center_Name， cc_manager Manager， sum(cr_net_loss) Returns_Loss from call_center， catalog_returns， date_dim， customer， customer_address， customer_demographics， household_demographics where cr_call_center_sk = cc_call_center_sk and cr_returned_date_sk = d_date_sk and cr_returning_customer_sk= c_customer_sk and cd_demo_sk = c_current_cdemo_sk and hd_demo_sk = c_current_hdemo_sk and ca_address_sk = c_current_addr_sk and d_year = 2002 and d_moy = 11 and ( (cd_marital_status = M and cd_education_status = Unknown) or(cd_marital_status = W and cd_education_status = Advanced Degree)) and hd_buy_potential like Unknown% and ca_gmt_offset = -6 group by cc_call_center_id，cc_name，cc_manager，cd_marital_status，cd_education_status order by sum(cr_net_loss) desc;,Fetched 0 row(s) in 0.83s
